         5315333 function calls (5109638 primitive calls) in 8.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lax.py:1295(_reduction_jaxpr)
        1    0.000    0.000    0.000    0.000 partial_eval.py:583(JaxprTracer)
        4    0.000    0.000    0.000    0.000 xla_bridge.py:205(register_backend_factory)
        4    0.000    0.000    0.000    0.000 config.py:674(optional_string_state)
        2    0.000    0.000    0.000    0.000 api.py:119(_update_debug_special_global)
        1    0.000    0.000    0.000    0.000 meta.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lax.py:3004(_bitcast_convert_type_dtype_rule)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
       23    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ad_util.py:61(Zero)
        1    0.000    0.000    0.000    0.000 __init__.py:374(ZipInfo)
        1    0.000    0.000    0.006    0.006 slicing.py:2459(_scatter_lower)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4678(SetDimensionSizeOp)
        5    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        4    0.000    0.000    0.000    0.000 shard_map.py:1113(register_standard_collective)
        6    0.000    0.000    0.000    0.000 lax.py:1899(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1462(Logger)
        1    0.000    0.000    0.000    0.000 types.py:159(TransformedRef)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:288(BroadcastAndOp)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:426(make_gpu_client)
        1    0.000    0.000    0.000    0.000 ompi_cluster.py:27(OmpiCluster)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:282(AllToAllOp)
       22    0.000    0.000    0.000    0.000 core.py:1773(<genexpr>)
       13    0.000    0.000    0.000    0.000 util.py:642(decorator)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2326(DynamicBroadcastInDimOp)
        1    0.000    0.000    0.000    0.000 ompi_cluster.py:1(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        1    0.000    0.000    0.000    0.000 core.py:420(Primitive)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        2    0.000    0.000    0.000    0.000 __init__.py:123(joinuser)
        1    0.000    0.000    0.000    0.000 config.py:76(Config)
        1    0.000    0.000    0.000    0.000 mlir.py:685(ModuleContext)
        1    0.000    0.000    0.000    0.000 core.py:911(_DomainGreaterEqual)
        5    0.000    0.000    0.000    0.000 tree_util.py:772(_register_keypaths)
        1    0.000    0.000    0.000    0.000 __init__.py:453(LibraryLoader)
        1    0.000    0.000    0.000    0.000 scale.py:111(ResizeMethod)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:201(AllReduceOp)
       21    0.000    0.000    0.000    0.000 lax.py:3898(<genexpr>)
       12    0.000    0.000    0.000    0.000 custom_derivatives.py:144(defjvp)
        6    0.000    0.000    0.001    0.000 __init__.py:765(lookup)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:682(BatchNormInferenceOp)
        1    0.000    0.000    0.000    0.000 core.py:1084(_initialize_jax_jit_thread_local_state)
        1    0.000    0.000    0.000    0.000 slicing.py:1858(_scatter_dtype_rule)
        1    0.000    0.000    0.000    0.000 mlir.py:1251(TokenSet)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:567(Atan2Op)
       18    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3829(ReduceScatterOp)
        1    0.000    0.000    0.000    0.000 compilation_cache_interface.py:1(<module>)
       25    0.000    0.000    0.000    0.000 mlir.py:254(register_constant_handler)
        2    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 pxla.py:1668(DeviceAssignmentMismatch)
        4    0.000    0.000    0.000    0.000 partial_eval.py:1587(_move_to_front)
       14    0.000    0.000    0.001    0.000 typing.py:1449(__ror__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4803(RsqrtOp)
        4    0.000    0.000    0.001    0.000 lax.py:407(bitwise_or)
        1    0.000    0.000    0.000    0.000 lax.py:791(Preset)
        1    0.000    0.000    0.000    0.000 __init__.py:102(CompleteDirs)
        2    0.000    0.000    0.000    0.000 lax.py:5388(_iota_staging_rule)
       13    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 socket.py:677(SocketIO)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1739(ShuffledStoreOp)
        2    0.000    0.000    0.025    0.012 xla_bridge.py:986(_get_backend_uncached)
        8    0.000    0.000    0.000    0.000 util.py:119(subvals)
        1    0.000    0.000    0.000    0.000 glob.py:331(_Globber)
       34    0.000    0.000    0.000    0.000 api_util.py:262(<genexpr>)
       24    0.000    0.000    0.000    0.000 xla.py:162(<genexpr>)
       45    0.000    0.000    0.000    0.000 enum.py:788(<genexpr>)
        2    0.000    0.000    0.000    0.000 custom_derivatives.py:196(defjvps)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:972(CollectiveBroadcastOp)
        1    0.000    0.000    0.000    0.000 selectors.py:84(BaseSelector)
        8    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3013(FftOp)
        1    0.000    0.000    0.000    0.000 pxla.py:1208(ExecuteReplicated)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:265(_register_at_fork_reinit_lock)
        1    0.000    0.000    0.000    0.000 tensorflow.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1183(CompositeOp)
        1    0.000    0.000    0.000    0.000 threading.py:141(_RLock)
        1    0.000    0.000    0.000    0.000 prng.py:782(_make_rotate_left)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:427(_broadcast_shape)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
      1/0    0.000    0.000    0.000          _stablehlo_ops_gen.py:3223(maximum)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 ansi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:530(BatchNormInferenceOp)
        3    0.000    0.000    0.000    0.000 mlir.py:809(replace)
        2    0.000    0.000    0.000    0.000 glob.py:34(iglob)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:505(DynamicRotateOp)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3167(GatherOp)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
       12    0.000    0.000    0.001    0.000 typing.py:1762(copy_with)
        8    0.000    0.000    0.000    0.000 lax_numpy.py:2919(<lambda>)
        9    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 lax.py:1883(<lambda>)
        1    0.000    0.000    0.000    0.000 <frozen os>:753(setdefault)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 lax.py:655(Precision)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        9    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
      1/0    0.000    0.000    0.000          mlir.py:2366(_minmax_hlo)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3091(FusionOp)
        1    0.000    0.000    0.000    0.000 __init__.py:1337(Manager)
        1    0.000    0.000    0.000    0.000 __init__.py:222(is_python_build)
       25    0.000    0.000    0.000    0.000 prng.py:732(random_unwrap_impl)
        1    0.000    0.000    0.000    0.000 pxla.py:2910(JitGlobalCppCacheKeys)
        5    0.000    0.000    0.000    0.000 numerictypes.py:234(obj2sctype)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 shard_map.py:875(ShardMapTrace)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1387(RepeatOp)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 traceback.py:276(FrameSummary)
        1    0.000    0.000    0.000    0.000 xla_extension.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:757(BatchNormTrainingOp)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
       12    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2681(DynamicIotaOp)
        6    0.000    0.000    0.000    0.000 core.py:1180(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5666(TanOp)
        6    0.000    0.000    0.000    0.000 lax.py:5369(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib.util>:70(find_spec)
       35    0.000    0.000    0.000    0.000 partial_eval.py:1853(<genexpr>)
        1    0.000    0.000    0.000    0.000 pxla.py:945(UnloadedPmapExecutable)
        1    0.000    0.000    0.000    0.000 cloud_tpu_init.py:49(jax_force_tpu_init)
        3    0.000    0.000    0.000    0.000 lax.py:4179(_reshape_staging_rule)
        1    0.000    0.000    0.010    0.010 debug.py:1(<module>)
        2    0.000    0.000    0.000    0.000 xla_bridge.py:1174(process_count)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:763(Flag)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lax.py:5461(PaddingType)
        3    0.000    0.000    0.001    0.000 lax.py:1386(_reduce_sum)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(_del_safe)
        1    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:716(FastPath)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1881(DotGeneralOp)
        2    0.000    0.000    0.000    0.000 loops.py:481(_stage_jaxpr)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:10497(_is_valid_integer_index_for_slice)
        1    0.000    0.000    0.000    0.000 x64_context.py:1(<module>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5917(TriangularSolveOp)
        1    0.000    0.000    0.000    0.000 functools.py:402(__get__)
        1    0.000    0.000    0.000    0.000 indexing.py:30(Slice)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5217(TriangularSolveOp)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4830(ScatterOp)
        1    0.000    0.000    0.000    0.000 subprocess.py:476(CompletedProcess)
       16    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
        1    0.000    0.000    0.000    0.000 stages.py:66(Executable)
        1    0.000    0.000    0.000    0.000 __init__.py:250(EntryPoints)
       12    0.000    0.000    0.000    0.000 lax.py:4076(<genexpr>)
        4    0.000    0.000    0.000    0.000 pjit.py:1910(_pjit_abstract_eval)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3377(InfeedOp)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2201(IPv6Interface)
        1    0.000    0.000    0.000    0.000 sharing.py:156(einsum_cache_wrap)
       15    0.000    0.000    0.000    0.000 enum.py:1322(value)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:599(BatchNormGradOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:605(BatchNormTrainingOp)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3614(size)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
       11    0.000    0.000    0.000    0.000 config.py:570(validate)
       37    0.000    0.000    0.000    0.000 functools.py:1012(__set_name__)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:313(CreateMaskOp)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lax.py:2575(_add_transpose)
        1    0.000    0.000    0.000    0.000 cli_debugger.py:26(CliDebugger)
        8    0.000    0.000    0.000    0.000 sharding_impls.py:395(_to_xla_hlo_sharding)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2122(DomainOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2613(DynamicGatherOp)
        8    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        1    0.000    0.000    0.000    0.000 array_api_metadata.py:48(ArrayNamespaceInfo)
       23    0.000    0.000    0.000    0.000 tree_util.py:404(<lambda>)
        1    0.000    0.000    0.000    0.000 stages.py:597(Lowered)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.006    0.006 lax.py:4721(_unary_reduce_lower)
        2    0.000    0.000    0.000    0.000 ad.py:543(defbilinear)
        1    0.000    0.000    0.000    0.000 _iotools.py:132(LineSplitter)
        5    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:828(IotaOp)
        2    0.000    0.000    0.000    0.000 config.py:1378(<lambda>)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1260(CompareOp)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2016(DynamicBroadcastInDimOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5843(TraceOp)
        5    0.000    0.000    0.000    0.000 partial_eval.py:153(lift)
        1    0.000    0.000    0.000    0.000 types.py:82(RefBitcaster)
        1    0.000    0.000    0.001    0.001 ufuncs.py:1666(less)
